,location,total_sqft,bath,price,bhk
5077,NGR Layout,1020.0,2.0,45.9,2.0
5078,NGR Layout,1105.0,2.0,49.73,2.0
5079,NGR Layout,1022.0,2.0,45.9,2.0
5080,NGR Layout,1020.0,2.0,45.0,2.0
5081,NGR Layout,1019.0,2.0,45.9,2.0
5082,NGR Layout,1020.0,2.0,46.0,2.0
5083,NGR Layout,1021.0,2.0,46.0,2.0
5084,NGR Layout,1021.0,2.0,45.9,2.0
5085,NRI Layout,1565.0,2.0,75.0,3.0
5086,NRI Layout,2500.0,5.0,130.0,5.0
5087,NRI Layout,1125.0,2.0,45.56,2.0
5088,NRI Layout,2150.0,4.0,115.0,4.0
5089,NRI Layout,1250.0,2.0,75.0,2.0
5090,NRI Layout,1789.0,3.0,75.0,3.0
5091,NRI Layout,1731.0,3.0,64.11,3.0
5092,NRI Layout,2400.0,2.0,125.0,2.0
5093,NRI Layout,2700.0,5.0,95.75,4.0
5094,Nagarbhavi,1630.0,2.0,98.0,3.0
5095,Nagarbhavi,1350.0,3.0,150.0,3.0
5096,Nagarbhavi,1200.0,2.0,150.0,2.0
5097,Nagarbhavi,1523.0,2.0,53.4,3.0
5098,Nagarbhavi,2400.0,3.0,160.0,3.0
5099,Nagarbhavi,884.0,2.0,36.0,1.0
5100,Nagarbhavi,1055.0,2.0,55.0,2.0
5101,Nagarbhavi,1350.0,2.0,54.6,3.0
5102,Nagarbhavi,1223.0,2.0,60.0,2.0
5103,Nagarbhavi,956.0,2.0,49.0,2.0
5104,Nagarbhavi,1560.0,3.0,66.0,3.0
5105,Nagarbhavi,1200.0,2.0,150.0,2.0
5106,Nagarbhavi,1400.0,2.0,85.0,3.0
5107,Nagarbhavi,1515.0,2.0,79.0,3.0
5108,Nagarbhavi,1145.0,2.0,40.0,2.0
5109,Nagarbhavi,710.0,2.0,40.0,1.0
5110,Nagarbhavi,1850.0,3.0,88.0,3.0
5111,Nagarbhavi,1212.0,2.0,50.0,2.0
5112,Nagarbhavi,1020.0,2.0,55.0,2.0
5113,Nagarbhavi,1850.0,3.0,90.0,3.0
5114,Nagarbhavi,1120.0,2.0,53.0,2.0
5115,Nagarbhavi,1850.0,2.0,88.0,3.0
5116,Nagarbhavi,1146.0,2.0,50.0,2.0
5117,Nagarbhavi,1850.0,2.0,89.0,3.0
5118,Nagarbhavi,1190.0,2.0,63.0,2.0
5119,Nagarbhavi,1523.0,2.0,56.0,3.0
5120,Nagarbhavi,1050.0,2.0,80.0,2.0
5121,Nagarbhavi,2500.0,3.0,180.0,5.0
5122,Nagarbhavi,1350.0,3.0,60.0,3.0
5123,Nagarbhavi,1635.0,3.0,85.0,3.0
5124,Nagarbhavi,1400.0,2.0,135.0,3.0
5125,Nagarbhavi,2200.0,2.0,99.0,3.0
5126,Nagarbhavi,1100.0,2.0,46.2,2.0
5127,Nagarbhavi,1080.0,2.0,49.0,2.0
5128,Nagarbhavi,1800.0,3.0,180.0,4.0
5129,Nagarbhavi,1225.0,2.0,58.0,2.0
5130,Nagasandra,980.0,2.0,48.0,2.0
5131,Nagasandra,2400.0,4.0,145.0,4.0
5132,Nagasandra,7000.0,8.0,450.0,4.0
5133,Nagasandra,1650.0,3.0,95.0,3.0
5134,Nagasandra,1500.0,2.0,91.0,2.0
5135,Nagavara,400.0,1.0,14.0,1.0
5136,Nagavara,2172.65,3.0,120.0,4.0
5137,Nagavara,1545.0,2.0,58.0,3.0
5138,Nagavara,2319.0,3.0,180.0,3.0
5139,Nagavara,2430.0,4.0,180.0,3.0
5140,Nagavara,936.0,2.0,40.2,2.0
5141,Nagavara,1125.0,2.0,44.5,2.0
5142,Nagavara,1315.0,2.0,70.0,2.0
5143,Nagavara,1077.0,2.0,50.0,2.0
5144,Nagavara,2496.0,4.0,125.0,4.0
5145,Nagavara,1110.0,2.0,44.95,2.0
5146,Nagavara,1247.0,2.0,58.56,2.0
5147,Nagavarapalya,1392.0,2.0,99.0,2.0
5148,Nagavarapalya,705.0,1.0,52.5,1.0
5149,Nagavarapalya,1300.0,3.0,80.0,3.0
5150,Nagavarapalya,705.0,1.0,57.0,1.0
5151,Nagavarapalya,705.0,1.0,55.0,1.0
5152,Nagavarapalya,705.0,1.0,57.0,1.0
5153,Nagavarapalya,1335.0,2.0,110.0,2.0
5154,Nagavarapalya,1260.0,2.0,85.5,2.0
5155,Narayanapura,1308.0,2.0,89.04,2.0
5156,Narayanapura,1566.0,3.0,83.3,3.0
5157,Narayanapura,1485.0,3.0,85.0,3.0
5158,Narayanapura,1302.0,2.0,69.1,2.0
5159,Narayanapura,1308.0,2.0,89.04,2.0
5160,Narayanapura,2357.0,3.0,135.0,3.0
5161,Narayanapura,2357.0,3.0,135.0,3.0
5162,Narayanapura,1469.0,2.0,99.14,2.0
5163,Neeladri Nagar,1053.0,2.0,45.0,2.0
5164,Neeladri Nagar,1363.0,2.0,68.0,2.0
5165,Neeladri Nagar,2556.0,3.0,133.0,3.0
5166,Neeladri Nagar,674.0,1.0,21.0,1.0
5167,Neeladri Nagar,527.0,1.0,26.0,1.0
5168,Neeladri Nagar,1167.0,2.0,38.0,3.0
5169,Neeladri Nagar,1060.0,2.0,35.0,2.0
5170,Neeladri Nagar,640.0,1.0,20.5,1.0
5171,Neeladri Nagar,4000.0,12.0,160.0,10.0
5172,Neeladri Nagar,1105.0,2.0,30.0,2.0
5173,Neeladri Nagar,1100.0,2.0,30.0,2.0
5174,Neeladri Nagar,2111.0,3.0,103.0,3.0
5175,Nehru Nagar,1775.0,3.0,110.0,3.0
5176,Nehru Nagar,2363.0,5.0,120.0,4.0
5177,Nehru Nagar,2342.0,3.0,115.0,4.0
5178,Nehru Nagar,967.0,2.0,41.1,2.0
5179,Nehru Nagar,1374.0,3.0,72.0,3.0
5180,Nehru Nagar,1674.0,3.0,90.0,3.0
5181,Nehru Nagar,1269.0,2.0,63.0,3.0
5182,Nehru Nagar,1100.0,2.0,50.0,2.0
5183,Nehru Nagar,1674.0,3.0,81.0,3.0
5184,OMBR Layout,2420.0,3.0,185.0,3.0
5185,OMBR Layout,1078.0,2.0,65.0,2.0
5186,OMBR Layout,1101.0,2.0,65.5,2.0
5187,OMBR Layout,1041.0,2.0,65.5,2.0
5188,OMBR Layout,1300.0,2.0,80.0,2.0
5189,OMBR Layout,1085.0,2.0,64.0,2.0
5190,OMBR Layout,1855.0,3.0,145.0,3.0
5191,OMBR Layout,1050.0,2.0,48.0,2.0
5192,OMBR Layout,1730.0,3.0,93.0,3.0
5193,OMBR Layout,1165.0,2.0,88.5,2.0
5194,OMBR Layout,1101.0,2.0,66.0,2.0
5195,OMBR Layout,3400.0,4.0,275.0,4.0
5196,OMBR Layout,1580.0,3.0,75.0,3.0
5197,Old Airport Road,2732.0,4.0,204.0,4.0
5198,Old Airport Road,1875.0,2.0,110.0,3.0
5199,Old Airport Road,3356.0,4.0,251.0,4.0
5200,Old Airport Road,1206.0,2.0,75.0,2.0
5201,Old Airport Road,2774.0,4.0,207.0,4.0
5202,Old Airport Road,2690.0,4.0,191.0,4.0
5203,Old Airport Road,2690.0,4.0,199.0,4.0
5204,Old Airport Road,1655.0,2.0,97.65,2.0
5205,Old Airport Road,1075.0,2.0,60.0,2.0
5206,Old Airport Road,1858.0,2.0,167.0,3.0
5207,Old Airport Road,1150.0,2.0,90.0,2.0
5208,Old Airport Road,2690.0,4.0,191.0,4.0
5209,Old Airport Road,2658.0,5.0,187.0,4.0
5210,Old Airport Road,946.0,2.0,58.0,2.0
5211,Old Airport Road,2774.0,4.0,208.0,4.0
5212,Old Airport Road,2774.0,4.0,208.0,4.0
5213,Old Airport Road,3200.0,4.0,280.0,4.0
5214,Old Airport Road,2690.0,4.0,201.0,4.0
5215,Old Airport Road,1145.0,2.0,75.0,2.0
5216,Old Airport Road,2732.0,4.0,194.0,4.0
5217,Old Airport Road,2658.0,5.0,189.0,4.0
5218,Old Airport Road,2774.0,4.0,197.0,4.0
5219,Old Airport Road,3496.0,4.0,262.0,4.0
5220,Old Airport Road,2774.0,4.0,197.0,4.0
5221,Old Airport Road,2732.0,4.0,204.0,4.0
5222,Old Airport Road,1798.0,3.0,150.0,3.0
5223,Old Airport Road,2774.0,4.0,208.0,4.0
5224,Old Airport Road,1184.0,2.0,78.0,2.0
5225,Old Airport Road,3504.0,4.0,262.0,4.0
5226,Old Airport Road,1055.0,2.0,75.0,2.0
5227,Old Madras Road,1425.0,2.0,94.0,3.0
5228,Old Madras Road,3715.0,6.0,224.5,4.0
5229,Old Madras Road,3630.0,6.0,195.0,4.0
5230,Old Madras Road,1350.0,3.0,58.99,3.0
5231,Old Madras Road,935.0,2.0,45.0,2.0
5232,Old Madras Road,3715.0,6.0,200.5,4.0
5233,Old Madras Road,1720.0,3.0,100.0,3.0
5234,Old Madras Road,1200.0,2.0,72.0,2.0
5235,Old Madras Road,1225.0,2.0,53.55,2.0
5236,Old Madras Road,1100.0,2.0,70.0,2.0
5237,Old Madras Road,2760.0,5.0,157.0,3.0
5238,Old Madras Road,1171.0,2.0,75.0,2.0
5239,Old Madras Road,935.0,2.0,45.0,2.0
5240,Old Madras Road,4500.0,7.0,294.0,5.0
5241,Old Madras Road,2640.0,5.0,142.0,3.0
5242,Old Madras Road,1065.0,2.0,47.86,2.0
5243,Old Madras Road,2010.0,3.0,125.0,4.0
5244,Old Madras Road,2010.0,3.0,115.0,4.0
5245,Old Madras Road,1480.0,2.0,84.0,3.0
5246,Old Madras Road,2990.0,5.0,210.0,3.0
5247,Old Madras Road,1210.0,2.0,74.0,2.0
5248,Old Madras Road,1171.0,2.0,72.0,2.0
5249,Old Madras Road,3630.0,6.0,196.0,4.0
5250,Old Madras Road,1480.0,3.0,95.0,3.0
5251,Old Madras Road,1425.0,2.0,74.31,3.0
5252,Old Madras Road,1210.0,2.0,80.0,2.0
5253,Old Madras Road,1859.0,3.0,121.0,3.0
5254,Old Madras Road,2990.0,5.0,173.0,3.0
5255,Old Madras Road,4000.0,4.0,225.0,4.0
5256,Old Madras Road,3900.0,4.0,175.0,4.0
5257,Old Madras Road,2300.0,3.0,142.0,3.0
5258,Old Madras Road,3630.0,6.0,207.0,4.0
5259,Old Madras Road,1210.0,2.0,80.0,2.0
5260,Old Madras Road,1210.0,2.0,77.0,2.0
5261,Old Madras Road,5020.0,7.0,287.0,5.0
5262,Old Madras Road,3715.0,6.0,212.5,4.0
5263,Old Madras Road,1330.0,2.0,74.0,2.0
5264,Old Madras Road,1720.0,3.0,106.0,3.0
5265,Old Madras Road,2640.0,5.0,150.0,3.0
5266,Old Madras Road,2990.0,3.0,170.0,3.0
5267,Old Madras Road,1530.0,3.0,76.34,3.0
5268,Old Madras Road,1171.0,2.0,73.0,2.0
5269,Old Madras Road,1630.0,3.0,110.0,3.0
5270,Old Madras Road,1165.0,2.0,52.0,2.0
5271,Old Madras Road,2640.0,2.0,170.0,2.0
5272,Old Madras Road,1165.0,2.0,51.42,2.0
5273,Padmanabhanagar,1020.0,2.0,63.0,2.0
5274,Padmanabhanagar,1176.0,2.0,62.0,2.0
5275,Padmanabhanagar,1258.0,2.0,115.0,2.0
5276,Padmanabhanagar,1708.0,2.0,90.5,3.0
5277,Padmanabhanagar,1100.0,2.0,65.0,2.0
5278,Padmanabhanagar,3400.0,3.0,210.0,4.0
5279,Padmanabhanagar,1531.0,2.0,75.0,3.0
5280,Padmanabhanagar,1400.0,3.0,65.0,3.0
5281,Padmanabhanagar,1360.0,2.0,75.0,3.0
5282,Padmanabhanagar,4500.0,4.0,360.0,3.0
5283,Padmanabhanagar,1200.0,2.0,60.0,2.0
5284,Padmanabhanagar,1710.0,2.0,90.63,3.0
5285,Padmanabhanagar,1000.0,1.0,90.0,2.0
5286,Padmanabhanagar,1067.0,2.0,52.0,2.0
5287,Padmanabhanagar,1250.0,2.0,70.0,3.0
5288,Padmanabhanagar,1350.0,3.0,71.55,3.0
5289,Padmanabhanagar,1360.0,3.0,75.0,3.0
5290,Padmanabhanagar,1100.0,2.0,60.0,2.0
5291,Padmanabhanagar,2051.0,3.0,180.0,3.0
5292,Padmanabhanagar,2051.0,3.0,170.0,3.0
5293,Pai Layout,1006.0,2.0,35.0,2.0
5294,Pai Layout,1550.0,2.0,90.0,3.0
5295,Pai Layout,1050.0,2.0,40.0,2.0
5296,Pai Layout,1400.0,2.0,67.0,3.0
5297,Pai Layout,1100.0,2.0,50.0,2.0
5298,Pai Layout,1255.0,2.0,80.0,2.0
5299,Pai Layout,1075.0,2.0,35.0,2.0
5300,Pai Layout,1400.0,2.0,57.5,2.0
5301,Pai Layout,1175.0,2.0,60.0,2.0
5302,Pai Layout,810.0,2.0,34.5,2.0
5303,Pai Layout,1000.0,2.0,34.0,2.0
5304,Pai Layout,1000.0,2.0,42.0,2.0
5305,Pai Layout,3800.0,6.0,175.0,6.0
5306,Pai Layout,1068.0,2.0,48.0,2.0
5307,Pai Layout,1510.0,2.0,65.0,3.0
5308,Pai Layout,1500.0,2.0,58.0,3.0
5309,Pai Layout,1600.0,2.0,65.0,3.0
5310,Panathur,1359.0,2.0,87.0,2.0
5311,Panathur,1438.0,2.0,100.0,2.0
5312,Panathur,1688.0,3.0,118.0,3.0
5313,Panathur,1695.0,3.0,90.0,3.0
5314,Panathur,1198.0,2.0,77.0,2.0
5315,Panathur,1180.0,2.0,70.0,2.0
5316,Panathur,1546.0,3.0,99.0,3.0
5317,Panathur,1370.0,2.0,75.0,3.0
5318,Panathur,1000.0,2.0,65.3,2.0
5319,Panathur,1109.0,2.0,63.0,2.0
5320,Panathur,1000.0,2.0,68.0,2.0
5321,Panathur,1255.0,2.0,79.0,2.0
5322,Panathur,1205.0,2.0,62.9,2.0
5323,Panathur,1198.0,2.0,82.0,2.0
5324,Panathur,1235.0,2.0,65.0,2.0
5325,Panathur,1210.0,2.0,80.0,2.0
5326,Panathur,1210.0,2.0,77.0,2.0
5327,Panathur,661.0,1.0,40.0,1.0
5328,Panathur,1210.0,2.0,78.0,2.0
5329,Panathur,1861.0,3.0,92.0,3.0
5330,Panathur,1050.0,2.0,60.0,2.0
5331,Panathur,1398.0,2.0,97.0,2.0
5332,Panathur,1065.0,2.0,58.0,2.0
5333,Panathur,1007.0,2.0,64.0,2.0
5334,Panathur,1210.0,2.0,77.93,2.0
5335,Panathur,1230.0,2.0,80.0,2.0
5336,Panathur,980.0,2.0,57.0,2.0
5337,Panathur,1075.0,2.0,60.0,2.0
5338,Panathur,1210.0,2.0,69.0,2.0
5339,Panathur,1343.0,2.0,76.0,2.0
5340,Parappana Agrahara,1194.0,2.0,47.0,2.0
5341,Parappana Agrahara,1194.0,2.0,47.0,2.0
5342,Parappana Agrahara,1194.0,2.0,46.0,2.0
5343,Parappana Agrahara,1194.0,2.0,47.0,2.0
5344,Parappana Agrahara,1194.0,2.0,46.0,2.0
5345,Parappana Agrahara,1194.0,2.0,47.0,2.0
5346,Parappana Agrahara,1194.0,2.0,47.0,2.0
5347,Parappana Agrahara,1092.0,2.0,43.0,2.0
5348,Parappana Agrahara,1194.0,2.0,46.0,2.0
5349,Parappana Agrahara,1194.0,2.0,47.0,2.0
5350,Parappana Agrahara,1194.0,2.0,47.0,2.0
5351,Parappana Agrahara,1194.0,2.0,46.0,2.0
5352,Parappana Agrahara,1194.0,2.0,46.0,2.0
5353,Pattandur Agrahara,1550.0,2.0,80.0,3.0
5354,Pattandur Agrahara,1025.0,2.0,44.5,2.0
5355,Pattandur Agrahara,1247.0,2.0,59.8,2.0
5356,Pattandur Agrahara,900.0,2.0,42.0,2.0
5357,Pattandur Agrahara,1302.0,2.0,66.0,2.0
5358,Pattandur Agrahara,1550.0,2.0,80.0,3.0
5359,Pattandur Agrahara,1247.0,2.0,62.35,2.0
5360,Pattandur Agrahara,1350.0,2.0,68.0,2.0
5361,Poorna Pragna Layout,920.0,2.0,39.55,2.0
5362,Poorna Pragna Layout,1475.0,2.0,58.99,3.0
5363,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
5364,Poorna Pragna Layout,1160.0,2.0,46.39,2.0
5365,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
5366,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
5367,Poorna Pragna Layout,965.0,2.0,48.0,2.0
5368,Poorna Pragna Layout,1355.0,2.0,58.25,3.0
5369,Poorna Pragna Layout,1355.0,2.0,58.27,3.0
5370,Poorna Pragna Layout,1475.0,2.0,58.99,3.0
5371,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
5372,Poorna Pragna Layout,1160.0,2.0,46.39,2.0
5373,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
5374,Poorna Pragna Layout,1160.0,2.0,46.39,2.0
5375,Poorna Pragna Layout,1475.0,2.0,58.99,3.0
5376,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
5377,Poorna Pragna Layout,960.0,2.0,50.0,2.0
5378,Poorna Pragna Layout,1270.0,2.0,50.79,3.0
5379,Prithvi Layout,2028.0,4.0,162.0,4.0
5380,Prithvi Layout,1352.0,2.0,87.5,2.0
5381,Prithvi Layout,1190.0,2.0,68.0,2.0
5382,Prithvi Layout,1352.0,2.0,85.0,2.0
5383,Prithvi Layout,1352.0,2.0,75.0,2.0
5384,Prithvi Layout,2273.0,4.0,220.0,3.0
5385,Prithvi Layout,1352.0,3.0,93.0,2.0
5386,Prithvi Layout,2273.0,4.0,192.0,3.0
5387,Prithvi Layout,1352.0,2.0,72.0,2.0
5388,Prithvi Layout,2100.0,3.0,125.0,3.0
5389,R.T. Nagar,1500.0,4.0,70.0,4.0
5390,R.T. Nagar,1200.0,2.0,120.0,2.0
5391,R.T. Nagar,1560.0,3.0,85.0,3.0
5392,R.T. Nagar,1040.0,2.0,46.0,2.0
5393,R.T. Nagar,1200.0,2.0,45.0,2.0
5394,R.T. Nagar,1235.0,2.0,65.0,2.0
5395,R.T. Nagar,1140.0,3.0,130.0,3.0
5396,R.T. Nagar,970.0,2.0,55.0,2.0
5397,R.T. Nagar,1560.0,3.0,125.0,3.0
5398,R.T. Nagar,1200.0,2.0,60.0,2.0
5399,R.T. Nagar,1680.0,3.0,72.0,3.0
5400,R.T. Nagar,1400.0,2.0,78.0,3.0
5401,R.T. Nagar,1200.0,3.0,140.0,3.0
5402,R.T. Nagar,1100.0,3.0,125.0,2.0
5403,R.T. Nagar,1150.0,2.0,72.0,2.0
5404,R.T. Nagar,1500.0,4.0,185.0,4.0
5405,R.T. Nagar,3600.0,8.0,165.0,9.0
5406,R.T. Nagar,1080.0,2.0,48.0,2.0
5407,R.T. Nagar,1325.0,2.0,52.0,2.0
5408,R.T. Nagar,1800.0,3.0,120.0,4.0
5409,R.T. Nagar,1300.0,3.0,145.0,3.0
5410,R.T. Nagar,1500.0,2.0,70.0,3.0
5411,R.T. Nagar,1100.0,2.0,85.0,2.0
5412,R.T. Nagar,1667.0,3.0,130.0,3.0
5413,Rachenahalli,1050.0,2.0,52.07,2.0
5414,Rachenahalli,1530.0,2.0,74.5,3.0
5415,Rachenahalli,1050.0,2.0,55.5,2.0
5416,Rachenahalli,1530.0,2.0,74.4,3.0
5417,Rachenahalli,1050.0,2.0,53.5,2.0
5418,Rachenahalli,1530.0,2.0,74.39,3.0
5419,Rachenahalli,1220.0,2.0,59.5,2.0
5420,Rachenahalli,1050.0,2.0,52.5,2.0
5421,Rachenahalli,1550.0,3.0,73.5,3.0
5422,Rachenahalli,1050.0,2.0,52.1,2.0
5423,Rachenahalli,1050.0,2.0,53.5,2.0
5424,Rachenahalli,1113.0,2.0,55.0,2.0
5425,Rachenahalli,3657.0,5.0,220.0,4.0
5426,Rachenahalli,1550.0,3.0,74.5,3.0
5427,Rachenahalli,1530.0,2.0,74.4,3.0
5428,Rachenahalli,1530.0,2.0,74.5,3.0
5429,Rachenahalli,680.0,1.0,32.64,1.0
5430,Rachenahalli,412.5,1.0,19.8,1.0
5431,Rachenahalli,1050.0,2.0,52.5,2.0
5432,Rachenahalli,1550.0,3.0,72.5,3.0
5433,Rachenahalli,1530.0,2.0,74.4,3.0
5434,Rachenahalli,690.0,1.0,39.8,1.0
5435,Rachenahalli,1050.0,2.0,47.25,2.0
5436,Rachenahalli,1050.0,2.0,55.5,2.0
5437,Rachenahalli,985.0,2.0,49.97,2.0
5438,Rachenahalli,1050.0,2.0,52.5,2.0
5439,Rachenahalli,1050.0,2.0,52.08,2.0
5440,Rachenahalli,1550.0,3.0,72.5,3.0
5441,Rachenahalli,1050.0,2.0,52.07,2.0
5442,Rachenahalli,1530.0,2.0,74.4,3.0
5443,Rachenahalli,1050.0,2.0,52.08,2.0
5444,Rachenahalli,985.0,2.0,49.97,2.0
5445,Rachenahalli,1856.0,3.0,106.0,3.0
5446,Rachenahalli,1050.0,2.0,52.5,2.0
5447,Rachenahalli,985.0,2.0,50.17,2.0
5448,Rachenahalli,2600.0,3.0,160.0,3.0
5449,Rachenahalli,1550.0,3.0,68.5,3.0
5450,Rachenahalli,1550.0,2.0,73.5,3.0
5451,Rachenahalli,985.0,2.0,50.17,2.0
5452,Rachenahalli,1050.0,2.0,52.71,2.0
5453,Raja Rajeshwari Nagar,1540.0,3.0,60.0,3.0
5454,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3.0
5455,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2.0
5456,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2.0
5457,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2.0
5458,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2.0
5459,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2.0
5460,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2.0
5461,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2.0
5462,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2.0
5463,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2.0
5464,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2.0
5465,Raja Rajeshwari Nagar,600.0,1.0,22.0,1.0
5466,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3.0
5467,Raja Rajeshwari Nagar,500.0,1.0,25.0,1.0
5468,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2.0
5469,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3.0
5470,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2.0
5471,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3.0
5472,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2.0
5473,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2.0
5474,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2.0
5475,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2.0
5476,Raja Rajeshwari Nagar,1530.0,3.0,57.0,3.0
5477,Raja Rajeshwari Nagar,1530.0,3.0,61.2,3.0
5478,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2.0
5479,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2.0
5480,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2.0
5481,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3.0
5482,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2.0
5483,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2.0
5484,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3.0
5485,Raja Rajeshwari Nagar,1530.0,3.0,51.87,3.0
5486,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3.0
5487,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2.0
5488,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2.0
5489,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3.0
5490,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3.0
5491,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2.0
5492,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2.0
5493,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3.0
5494,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2.0
5495,Raja Rajeshwari Nagar,648.0,1.0,31.75,1.0
5496,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2.0
5497,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2.0
5498,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2.0
5499,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3.0
5500,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2.0
5501,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2.0
5502,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3.0
5503,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8.0
5504,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2.0
5505,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2.0
5506,Raja Rajeshwari Nagar,550.0,1.0,21.0,1.0
5507,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2.0
5508,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2.0
5509,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2.0
5510,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2.0
5511,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3.0
5512,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2.0
5513,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3.0
5514,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2.0
5515,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2.0
5516,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2.0
5517,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3.0
5518,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2.0
5519,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3.0
5520,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2.0
5521,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2.0
5522,Raja Rajeshwari Nagar,1430.0,2.0,50.0,3.0
5523,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2.0
5524,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2.0
5525,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3.0
5526,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2.0
5527,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2.0
5528,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2.0
5529,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2.0
5530,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2.0
5531,Raja Rajeshwari Nagar,1550.0,3.0,52.45,3.0
5532,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2.0
5533,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2.0
5534,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3.0
5535,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2.0
5536,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2.0
5537,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2.0
5538,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2.0
5539,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2.0
5540,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3.0
5541,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2.0
5542,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6.0
5543,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2.0
5544,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3.0
5545,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2.0
5546,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3.0
5547,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2.0
5548,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2.0
